Pulse_Index,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199,Point_200,Point_201,Point_202,Point_203,Point_204,Point_205,Point_206,Point_207,Point_208,Point_209,Point_210,Point_211,Point_212,Point_213,Point_214,Point_215,Point_216,Point_217,Point_218,Point_219,Point_220,Point_221,Point_222,Point_223,Point_224,Point_225,Point_226,Point_227,Point_228,Point_229,Point_230,Point_231,Point_232,Point_233,Point_234,Point_235,Point_236,Point_237,Point_238,Point_239,Point_240,Point_241,Point_242,Point_243,Point_244,Point_245,Point_246,Point_247,Point_248,Point_249
Pulse_11,0.53325,0.566875,0.62,0.675,0.730375,0.785875,0.840875,0.896,0.95,1.003125,1.055625,1.107625,1.15625,1.205125,1.252875,1.299625,1.345625,1.390375,1.431,1.472,1.51075,1.54875,1.582375,1.607375,1.631875,1.655625,1.699,1.730875,1.75525,1.77925,1.816375,1.841125,1.8725,1.891,1.916375,1.93975,1.960625,1.980125,1.9975,2.0035,2.01825,2.03575,2.04875,2.0635,2.074,2.087,2.097875,2.106625,2.117625,2.12525,2.13525,2.141625,2.149,2.155,2.163125,2.169375,2.1735,2.179375,2.18575,2.1885,2.192625,2.198625,2.2005,2.2035,2.202375,2.208125,2.209875,2.212625,2.218375,2.212875,2.216875,2.21725,2.218375,2.219875,2.22275,2.224125,2.225,2.223625,2.212125,2.224375,2.227125,2.221875,2.223625,2.222625,2.225625,2.22425,2.225625,2.231375,2.23275,2.231,2.232875,2.23225,2.233,2.232125,2.231625,2.23025,2.2305,2.229625,2.2285,2.2265,2.2265,2.224625,2.225625,2.226,2.2265,2.209875,2.218875,2.219125,2.217875,2.236375,2.238,2.238625,2.237875,2.180375,2.235375,2.23925,2.236875,2.238875,2.237,2.237125,2.23675,2.2375,2.235375,2.234625,2.232375,2.639125,2.5855,2.515375,2.44725,2.38175,2.3185,2.25775,2.198625,2.1425,2.0875,2.03525,1.984625,1.936125,1.8895,1.843625,1.800375,1.758125,1.71875,1.67975,1.643125,1.607125,1.5725,1.5395,1.507125,1.477125,1.44725,1.41925,1.392125,1.36575,1.3405,1.315625,1.292375,1.270125,1.248375,1.2275,1.207625,1.1875,1.16925,1.150625,1.13325,1.116875,1.1005,1.084625,1.0695,1.055,1.0405,1.0275,1.01325,1.0005,0.9885,0.97625,0.964875,0.952875,0.943,0.931875,0.921875,0.91175,0.90225,0.8925,0.884125,0.8755,0.866625,0.858625,0.850375,0.8425,0.8355,0.828125,0.821625,0.81425,0.80775,0.801625,0.795125,0.789,0.783375,0.7775,0.772125,0.7665,0.761125,0.75625,0.7515,0.745875,0.742125,0.7375,0.733375,0.729125,0.725375,0.72125,0.71725,0.713625,0.710125,0.706375,0.70275,0.699625,0.696625,0.693375,0.69,0.687,0.684125,0.681125,0.678625,0.67625,0.673625,0.67125,0.66875,0.666625,0.6645,0.662125,0.65975,0.6575,0.65575,0.65375,0.651875,0.649875,0.648125,0.646375,0.64525,0.6435,0.6415,0.6405,0.6385,0.6365,0.635625,0.633875,0.632625,0.6315
Pulse_12,0.5205,0.5535,0.604,0.655625,0.708,0.760375,0.8125,0.864125,0.91525,0.964625,1.01375,1.062375,1.11,1.158125,1.20375,1.24675,1.289875,1.33075,1.37075,1.41025,1.4475,1.484625,1.5195,1.5545,1.58525,1.61525,1.645125,1.6725,1.69975,1.726125,1.750625,1.775625,1.797875,1.819625,1.840875,1.860375,1.8775,1.897125,1.914,1.93025,1.946125,1.95975,1.97375,1.98675,2.000125,2.01075,2.021375,2.033625,2.043875,2.0535,2.062625,2.070625,2.079625,2.08725,2.091875,2.099375,2.106375,2.112375,2.11725,2.1225,2.127375,2.131,2.136,2.139,2.14275,2.147125,2.150375,2.151125,2.154375,2.158125,2.15925,2.161125,2.164375,2.165625,2.16875,2.17,2.169875,2.17175,2.169,2.17,2.170375,2.1735,2.17375,2.176125,2.178,2.179375,2.179375,2.181125,2.179875,2.1805,2.178375,2.179125,2.17825,2.17925,2.180375,2.1805,2.179625,2.181625,2.17975,2.1825,2.181625,2.181875,2.18225,2.181625,2.184,2.182625,2.1845,2.184375,2.182625,2.183625,2.1825,2.181375,2.182,2.1815,2.181375,2.1795,2.179125,2.1795,2.177625,2.177875,2.1755,2.1765,2.17475,2.1745,2.17425,2.634125,2.5815,2.51375,2.446375,2.382875,2.321125,2.261,2.2035,2.148375,2.093375,2.041625,1.991625,1.94375,1.89675,1.85225,1.81025,1.7685,1.729625,1.691125,1.654375,1.619125,1.5855,1.552875,1.521375,1.4905,1.46225,1.4335,1.407,1.380625,1.355875,1.33175,1.308875,1.286,1.265,1.2435,1.223625,1.2045,1.186125,1.16775,1.15075,1.13375,1.118,1.102125,1.08675,1.07175,1.057875,1.044375,1.031125,1.018125,1.006125,0.99325,0.98225,0.97075,0.960125,0.94925,0.9395,0.92925,0.91975,0.910125,0.9015,0.892625,0.8845,0.876375,0.868125,0.860375,0.85325,0.845875,0.83875,0.8315,0.82525,0.81875,0.812625,0.8065,0.800125,0.794625,0.789375,0.783875,0.778875,0.773625,0.76875,0.764125,0.75925,0.75475,0.751,0.746625,0.741875,0.738625,0.734125,0.730625,0.727375,0.723625,0.719875,0.716625,0.713125,0.71,0.707875,0.704625,0.701375,0.69875,0.696,0.693,0.690625,0.687875,0.685875,0.6835,0.68125,0.679,0.677125,0.674375,0.672875,0.671,0.669,0.66675,0.66525,0.663125,0.662,0.660375,0.65875,0.65725,0.655875,0.6545,0.653625,0.65175,0.651125,0.649125
Pulse_13,0.53875,0.573,0.62575,0.681,0.735625,0.790375,0.8455,0.900125,0.95375,1.007,1.059,1.10975,1.15975,1.209125,1.25575,1.3015,1.34575,1.38825,1.429125,1.469375,1.507375,1.54525,1.5795,1.615,1.6465,1.679375,1.70725,1.73725,1.765,1.790125,1.81625,1.841,1.86375,1.88325,1.90475,1.9235,1.942875,1.959375,1.97725,1.99225,2.008625,2.02125,2.03475,2.048625,2.060625,2.07075,2.08175,2.091625,2.09975,2.108625,2.11675,2.1255,2.132625,2.13825,2.145625,2.150625,2.1555,2.1615,2.1675,2.170125,2.174875,2.179375,2.183125,2.186375,2.189125,2.191375,2.192125,2.195875,2.198,2.199625,2.199875,2.20125,2.20275,2.20375,2.206125,2.206625,2.2065,2.208,2.20825,2.20825,2.20825,2.206,2.20725,2.206875,2.208125,2.20725,2.206875,2.207625,2.20725,2.20525,2.20575,2.205375,2.20325,2.2035,2.2025,2.203875,2.203125,2.201875,2.199625,2.20025,2.2,2.198375,2.197125,2.198,2.197125,2.194,2.193125,2.1925,2.191875,2.19275,2.191625,2.191,2.189625,2.188875,2.188125,2.186875,2.18375,2.1845,2.1845,2.183625,2.182625,2.1815,2.179375,2.17975,2.17775,2.633625,2.581875,2.513,2.447375,2.382625,2.320625,2.2615,2.203625,2.14775,2.09475,2.042875,1.992875,1.944625,1.898125,1.85325,1.8115,1.769625,1.72975,1.691375,1.654375,1.619875,1.58525,1.55275,1.52125,1.491,1.461875,1.434,1.406875,1.38075,1.355625,1.33175,1.3085,1.285875,1.26475,1.243875,1.224125,1.20475,1.18575,1.168125,1.150875,1.13375,1.117375,1.101875,1.086625,1.07175,1.058125,1.044375,1.03075,1.018125,1.006375,0.994375,0.9825,0.9715,0.959875,0.949375,0.93925,0.929375,0.9205,0.911,0.902125,0.893625,0.884875,0.876875,0.86875,0.86075,0.853375,0.846375,0.83925,0.832375,0.825875,0.8195,0.812875,0.80675,0.801375,0.795125,0.79,0.784625,0.779125,0.774375,0.769,0.7645,0.75975,0.75525,0.751125,0.747125,0.743,0.73875,0.7345,0.7315,0.7275,0.72425,0.720625,0.717375,0.714375,0.711,0.70775,0.7045,0.7015,0.699,0.696125,0.69425,0.691125,0.689,0.68625,0.684,0.68175,0.679375,0.677125,0.674875,0.673125,0.67075,0.669125,0.66725,0.665875,0.663625,0.662125,0.6605,0.659375,0.6575,0.656125,0.6545,0.65375,0.651875,0.651,0.64975
Pulse_14,0.539625,0.57425,0.627125,0.681375,0.736875,0.792,0.84675,0.90125,0.954875,1.007875,1.05975,1.1105,1.160375,1.20975,1.256375,1.30175,1.345375,1.388125,1.42825,1.4685,1.50775,1.5435,1.578875,1.613875,1.64475,1.676,1.706,1.736125,1.763375,1.788875,1.8125,1.836125,1.860125,1.881375,1.90175,1.919375,1.93775,1.956375,1.971875,1.98575,2.002125,2.015875,2.027875,2.041,2.052375,2.063375,2.073625,2.081875,2.09125,2.100375,2.108875,2.118125,2.12525,2.131375,2.13675,2.14375,2.148625,2.153875,2.1605,2.16475,2.166875,2.170625,2.17525,2.178,2.179125,2.181875,2.185875,2.18825,2.190125,2.1905,2.1925,2.19475,2.19575,2.195875,2.196875,2.199375,2.200375,2.199625,2.201625,2.202,2.200875,2.202125,2.202625,2.20475,2.205,2.205125,2.203,2.203125,2.204875,2.199,2.19775,2.199625,2.19925,2.19975,2.201625,2.202125,2.203,2.202,2.20325,2.203875,2.203625,2.203375,2.20225,2.20325,2.202,2.20325,2.201625,2.200375,2.202,2.200625,2.20125,2.19975,2.1995,2.199625,2.199125,2.197375,2.196625,2.196,2.195875,2.194625,2.193625,2.191875,2.191,2.19125,2.189625,2.645625,2.594,2.52625,2.45975,2.39525,2.333375,2.273,2.214375,2.15825,2.104875,2.052875,2.003375,1.955125,1.908875,1.864125,1.821125,1.779375,1.739875,1.7015,1.664625,1.628875,1.595,1.562,1.5305,1.50025,1.471,1.443,1.415875,1.389875,1.364625,1.3405,1.317,1.294625,1.27325,1.252,1.232125,1.212625,1.19375,1.175625,1.158375,1.14125,1.125125,1.109125,1.093875,1.079375,1.065125,1.05175,1.038,1.0255,1.013375,1.00125,0.989,0.977625,0.967375,0.956125,0.945625,0.936375,0.926625,0.917,0.908,0.899125,0.890875,0.883,0.87475,0.86675,0.8595,0.852,0.84525,0.837875,0.831375,0.825,0.818625,0.81275,0.80675,0.80125,0.795625,0.790125,0.784875,0.779875,0.774875,0.770125,0.765375,0.76075,0.75675,0.753,0.748375,0.744,0.74025,0.73675,0.733,0.729375,0.726,0.72275,0.719375,0.716625,0.71325,0.71025,0.70725,0.7045,0.701625,0.698875,0.696375,0.693875,0.691375,0.689,0.687125,0.68475,0.68275,0.68075,0.67825,0.676625,0.67475,0.67275,0.67125,0.66925,0.667625,0.666,0.664375,0.662625,0.6615,0.66,0.659375,0.65725,0.65575,0.655125
Pulse_15,0.544875,0.57925,0.6325,0.687,0.742375,0.796875,0.851625,0.905625,0.959,1.01225,1.063625,1.114,1.1625,1.21025,1.257625,1.302875,1.345375,1.386625,1.4265,1.4655,1.502875,1.5375,1.5725,1.606125,1.638375,1.670625,1.700125,1.72725,1.755125,1.78025,1.805625,1.827375,1.8515,1.87275,1.892125,1.9125,1.931125,1.9475,1.965125,1.979625,1.996125,2.010375,2.023625,2.034875,2.0485,2.059,2.06925,2.0805,2.0895,2.0995,2.10875,2.114625,2.12375,2.129125,2.13625,2.142125,2.149375,2.1545,2.159,2.16425,2.1675,2.17225,2.17525,2.177125,2.1805,2.184,2.187,2.19125,2.193375,2.19575,2.197875,2.199625,2.201125,2.20125,2.202625,2.203875,2.205,2.20775,2.208625,2.2085,2.207375,2.209125,2.20925,2.2045,2.2055,2.20825,2.207875,2.2085,2.209,2.209875,2.21075,2.212,2.21,2.211875,2.212125,2.210625,2.210625,2.2105,2.2115,2.21125,2.2095,2.21,2.210875,2.20975,2.209625,2.208375,2.205625,2.205875,2.20575,2.205375,2.206875,2.2065,2.205625,2.20525,2.2045,2.203875,2.20175,2.2035,2.20225,2.19975,2.199875,2.199625,2.20025,2.19925,2.197125,2.65775,2.6055,2.537,2.47125,2.40525,2.343375,2.283,2.225125,2.169125,2.114125,2.062625,2.013,1.964,1.917625,1.872375,1.82925,1.787875,1.748,1.7095,1.672375,1.63675,1.6025,1.56975,1.5385,1.507875,1.47825,1.45025,1.4225,1.396625,1.37125,1.347125,1.32375,1.301375,1.279625,1.25875,1.239,1.219,1.200125,1.182,1.164625,1.14775,1.1315,1.11525,1.09975,1.085,1.07025,1.057125,1.043625,1.03025,1.017375,1.005875,0.994375,0.982625,0.97175,0.96075,0.95075,0.940375,0.93125,0.921125,0.91275,0.904375,0.8955,0.88725,0.87875,0.87125,0.863375,0.85625,0.849625,0.842,0.83525,0.828625,0.82325,0.816625,0.81075,0.805125,0.79925,0.794125,0.788625,0.783875,0.77875,0.773875,0.768875,0.764625,0.76,0.756,0.7515,0.7475,0.743625,0.739875,0.73625,0.73275,0.729125,0.7255,0.722125,0.719,0.716,0.71275,0.710625,0.70775,0.70525,0.7025,0.69925,0.696875,0.69475,0.692375,0.689875,0.687875,0.686,0.684,0.6815,0.67975,0.67775,0.675125,0.674375,0.6725,0.671,0.66875,0.667625,0.66625,0.6645,0.662875,0.661375,0.660125,0.659,0.657375
Pulse_16,0.54775,0.58225,0.63575,0.69075,0.746,0.80125,0.855875,0.9095,0.96325,1.015875,1.068125,1.119,1.16875,1.216875,1.26475,1.31025,1.354625,1.39675,1.43675,1.47775,1.515375,1.552375,1.58875,1.622875,1.6545,1.686375,1.718,1.746625,1.773,1.7995,1.825875,1.85,1.872625,1.894375,1.91475,1.935,1.95225,1.969125,1.986,2.003125,2.0165,2.0325,2.0465,2.059,2.070875,2.080625,2.091625,2.1025,2.1115,2.119125,2.129,2.135625,2.1425,2.150375,2.15675,2.16075,2.1665,2.172375,2.177375,2.18375,2.18725,2.190625,2.194125,2.196625,2.1995,2.200875,2.204,2.206875,2.20775,2.210375,2.21225,2.213125,2.215875,2.21675,2.21625,2.217125,2.21875,2.219375,2.2185,2.219875,2.220375,2.2195,2.2205,2.21875,2.22075,2.22075,2.21875,2.220375,2.219125,2.218625,2.217875,2.21775,2.217,2.217625,2.216875,2.214,2.215375,2.2145,2.213875,2.212875,2.2105,2.2105,2.209875,2.209125,2.207875,2.20725,2.20625,2.206,2.205375,2.205125,2.2045,2.203375,2.201625,2.2015,2.201625,2.201375,2.199625,2.198875,2.198375,2.1965,2.1955,2.19475,2.195875,2.19475,2.193,2.64975,2.59725,2.528625,2.463,2.39825,2.33625,2.276125,2.218125,2.162375,2.1085,2.0565,2.006375,1.958375,1.9125,1.867375,1.824375,1.783,1.74325,1.7045,1.66775,1.6325,1.59825,1.56525,1.533625,1.50325,1.4745,1.44575,1.419,1.393,1.367625,1.343625,1.319875,1.298,1.2765,1.25525,1.2355,1.2155,1.196625,1.178125,1.160375,1.144,1.127875,1.112125,1.0965,1.08225,1.068,1.054125,1.041,1.028,1.01575,1.003125,0.991375,0.9805,0.969625,0.958875,0.94825,0.93875,0.92925,0.919375,0.910375,0.90125,0.89325,0.8845,0.87675,0.869125,0.861875,0.854625,0.8475,0.840375,0.83375,0.827375,0.821375,0.815,0.8095,0.803375,0.797625,0.79225,0.786875,0.78175,0.777375,0.772,0.767375,0.76275,0.759,0.754125,0.75025,0.7465,0.742125,0.73875,0.735,0.731375,0.727625,0.725,0.72175,0.717875,0.715625,0.711875,0.709125,0.70625,0.704,0.701375,0.69825,0.696,0.69325,0.691125,0.689375,0.68725,0.6855,0.682875,0.68125,0.67875,0.677,0.67525,0.674,0.67175,0.67025,0.668375,0.666875,0.66575,0.664375,0.662625,0.661375,0.65925,0.6585,0.657375
Pulse_17,0.546625,0.58175,0.635625,0.691,0.74675,0.803,0.8585,0.91375,0.967875,1.0215,1.074125,1.125875,1.176125,1.22575,1.273125,1.318875,1.363625,1.4055,1.44775,1.487875,1.52675,1.562125,1.59875,1.632875,1.6655,1.698875,1.72775,1.756875,1.785625,1.811625,1.835375,1.860625,1.88225,1.90425,1.923875,1.945,1.963,1.979375,1.996125,2.013,2.02725,2.0405,2.05475,2.066875,2.07675,2.088,2.0985,2.10975,2.118625,2.125625,2.135125,2.14275,2.148375,2.15625,2.161875,2.166125,2.17175,2.1765,2.181125,2.186875,2.191,2.194875,2.19775,2.19925,2.201625,2.204375,2.209125,2.210375,2.21225,2.21425,2.2155,2.21725,2.215125,2.218625,2.219625,2.219,2.21925,2.22075,2.22,2.222,2.221875,2.222125,2.222125,2.221625,2.221125,2.220375,2.2205,2.2205,2.220125,2.22,2.217875,2.219375,2.219,2.217625,2.216875,2.217125,2.216375,2.214375,2.21525,2.21275,2.211875,2.21175,2.21175,2.21075,2.209625,2.208125,2.206625,2.207,2.207375,2.20725,2.20575,2.205625,2.204125,2.2025,2.2025,2.197,2.196375,2.197625,2.195875,2.19725,2.195125,2.19625,2.194375,2.195375,2.19375,2.6485,2.595875,2.52825,2.46225,2.397875,2.335875,2.2755,2.21825,2.1625,2.108625,2.05675,2.00675,1.95825,1.911875,1.867125,1.824625,1.783,1.743125,1.705375,1.66825,1.63225,1.59825,1.566,1.5335,1.503625,1.474125,1.446125,1.419,1.392875,1.367875,1.343375,1.31975,1.2975,1.275875,1.25525,1.235,1.215625,1.196875,1.178375,1.161375,1.1445,1.128,1.112625,1.097375,1.082125,1.068375,1.05475,1.041125,1.02825,1.016125,1.00375,0.99225,0.981,0.969875,0.959375,0.949375,0.939,0.929375,0.92025,0.91125,0.902375,0.89425,0.885875,0.87825,0.869625,0.86225,0.85475,0.84825,0.841375,0.834375,0.82775,0.82175,0.815625,0.80975,0.804,0.798625,0.793125,0.788125,0.7825,0.7775,0.77275,0.7675,0.7635,0.75925,0.754875,0.750875,0.74675,0.74275,0.739375,0.735625,0.731875,0.728625,0.724875,0.721625,0.71875,0.716125,0.71275,0.70975,0.70725,0.7045,0.70175,0.69925,0.696875,0.6945,0.691875,0.69025,0.687625,0.685375,0.683625,0.68125,0.679875,0.677875,0.67625,0.67425,0.6725,0.671,0.669625,0.66775,0.666125,0.664875,0.663375,0.661875,0.66075,0.6595,0.657875
Pulse_18,0.548375,0.583,0.636625,0.691875,0.747375,0.803,0.858125,0.913125,0.967125,1.020375,1.0725,1.1235,1.173375,1.222,1.270125,1.316375,1.358375,1.39925,1.438375,1.47725,1.515375,1.551,1.58425,1.61825,1.65075,1.681375,1.709125,1.738375,1.765875,1.79125,1.814625,1.83825,1.86075,1.883375,1.903375,1.920875,1.940625,1.95775,1.97425,1.988625,2.003875,2.019,2.032125,2.044875,2.055375,2.06675,2.077875,2.08975,2.098875,2.106,2.11475,2.124125,2.1295,2.138125,2.14475,2.151,2.1565,2.16,2.1655,2.170125,2.1745,2.1805,2.184375,2.18675,2.190625,2.191375,2.196125,2.19875,2.19925,2.203125,2.20325,2.2055,2.207125,2.21,2.21125,2.211375,2.213875,2.21425,2.21375,2.2155,2.214375,2.216125,2.215125,2.2135,2.209875,2.210875,2.21075,2.2125,2.2135,2.216,2.215375,2.21675,2.21875,2.217125,2.217,2.218625,2.217875,2.219625,2.219,2.219625,2.220875,2.219625,2.219625,2.221,2.21925,2.218,2.2195,2.218625,2.216875,2.217875,2.217125,2.21525,2.215875,2.21525,2.21325,2.21325,2.212375,2.211625,2.212,2.21125,2.209875,2.206375,2.206625,2.20475,2.20475,2.65925,2.606875,2.538875,2.472375,2.407875,2.345875,2.285875,2.227875,2.1725,2.117875,2.066,2.0165,1.967625,1.9215,1.877,1.8335,1.792375,1.752375,1.714125,1.677,1.64175,1.60725,1.574125,1.542875,1.5125,1.483125,1.454125,1.4275,1.400875,1.375625,1.351375,1.32825,1.30525,1.283375,1.263125,1.2425,1.22275,1.20425,1.186,1.1685,1.1515,1.135,1.118875,1.1035,1.08875,1.074125,1.060625,1.04725,1.0345,1.021375,1.00925,0.997875,0.986625,0.9755,0.96525,0.954875,0.9445,0.934625,0.925125,0.916375,0.90725,0.899,0.890875,0.882375,0.874625,0.86725,0.859375,0.852125,0.845625,0.83925,0.83225,0.826,0.820375,0.813875,0.80825,0.802875,0.79725,0.792375,0.787,0.782375,0.7775,0.772625,0.768125,0.764125,0.759,0.755375,0.751,0.747625,0.744,0.740125,0.7365,0.732875,0.72975,0.726,0.722875,0.71975,0.71675,0.71425,0.711375,0.708375,0.705875,0.7035,0.70075,0.698375,0.696125,0.6935,0.691875,0.68925,0.687625,0.68575,0.6835,0.682,0.67975,0.678125,0.67625,0.67475,0.673375,0.671625,0.670125,0.669,0.66725,0.666125,0.664625,0.663875,0.66175
Pulse_19,0.552,0.5865,0.640625,0.6955,0.75125,0.807,0.862375,0.917125,0.971125,1.024375,1.07675,1.128,1.1785,1.22725,1.274875,1.3215,1.365125,1.4075,1.450125,1.49,1.527875,1.566,1.60075,1.636,1.668,1.699625,1.729,1.758875,1.78525,1.811625,1.837875,1.859875,1.882875,1.90575,1.925,1.94425,1.964,1.981125,1.99775,2.012,2.02675,2.042625,2.055625,2.066875,2.0795,2.092,2.1005,2.11025,2.120875,2.12875,2.137125,2.1445,2.149625,2.157375,2.164,2.169875,2.1755,2.1825,2.187125,2.191,2.1955,2.197875,2.2015,2.204625,2.20875,2.21125,2.213125,2.213875,2.215875,2.218125,2.2215,2.222125,2.220875,2.221125,2.223625,2.225375,2.22575,2.225,2.224875,2.225375,2.226875,2.2255,2.226125,2.227875,2.22775,2.22725,2.22675,2.225875,2.226,2.226625,2.224375,2.224875,2.2255,2.223875,2.22525,2.2245,2.221875,2.221875,2.22175,2.223125,2.2225,2.2205,2.219875,2.21875,2.21625,2.217375,2.217375,2.2155,2.212375,2.211625,2.210375,2.209,2.210125,2.209,2.20675,2.205875,2.204625,2.2055,2.20425,2.201625,2.200875,2.20125,2.200125,2.197875,2.19975,2.645,2.5935,2.525375,2.4585,2.3945,2.333,2.273625,2.21575,2.160625,2.106875,2.055375,2.0055,1.958125,1.91125,1.86675,1.82425,1.782875,1.743875,1.705875,1.66875,1.633875,1.599625,1.567,1.5355,1.5055,1.475875,1.448,1.42075,1.395125,1.3695,1.345875,1.32175,1.3,1.278375,1.257875,1.23775,1.218125,1.1995,1.18125,1.164,1.147,1.13075,1.114875,1.100125,1.085375,1.070875,1.057375,1.044125,1.0315,1.01925,1.007,0.9955,0.98375,0.972625,0.9625,0.951625,0.942,0.931875,0.923125,0.9145,0.905375,0.89675,0.889,0.880625,0.87275,0.865125,0.857875,0.851,0.8445,0.837875,0.83125,0.824875,0.819,0.81325,0.807125,0.801625,0.796125,0.791125,0.785625,0.78075,0.776375,0.77175,0.767,0.76225,0.758375,0.754375,0.750125,0.746375,0.743,0.739,0.7355,0.732125,0.72875,0.725625,0.722,0.718875,0.715875,0.71275,0.71,0.70725,0.704875,0.702375,0.699875,0.697125,0.695375,0.693375,0.690875,0.68875,0.68675,0.684875,0.682375,0.680875,0.678875,0.67675,0.675375,0.6735,0.67175,0.671125,0.668875,0.667375,0.66575,0.6645,0.663625,0.661375,0.660625
Pulse_20,0.5525,0.586875,0.63925,0.693375,0.747875,0.802,0.856,0.91,0.963,1.0155,1.066375,1.117,1.16625,1.213875,1.261625,1.307375,1.3515,1.392125,1.432375,1.47125,1.508875,1.54425,1.579625,1.612625,1.6455,1.67525,1.699125,1.729875,1.758125,1.784375,1.811375,1.83625,1.8585,1.88275,1.904375,1.92375,1.944,1.962625,1.981875,1.99825,2.014,2.029375,2.04175,2.0565,2.068125,2.079625,2.0915,2.102625,2.11275,2.12075,2.130125,2.139375,2.145625,2.15475,2.1605,2.16725,2.173,2.1775,2.18325,2.1865,2.190625,2.19575,2.1995,2.202125,2.20575,2.208375,2.21225,2.214,2.2175,2.21775,2.221375,2.222625,2.2235,2.223125,2.225,2.2245,2.22675,2.227625,2.226625,2.228125,2.2285,2.228125,2.227125,2.227,2.22725,2.228875,2.226875,2.227625,2.22625,2.227,2.225125,2.225625,2.22625,2.22425,2.22425,2.224,2.222125,2.223,2.221,2.22175,2.22075,2.217875,2.217625,2.21825,2.215375,2.21525,2.214625,2.214,2.213375,2.21425,2.212625,2.210375,2.210875,2.2085,2.209125,2.208125,2.206375,2.205375,2.20425,2.202375,2.202375,2.201625,2.20125,2.2005,2.1995,2.64625,2.594,2.526125,2.45925,2.394125,2.33125,2.271375,2.2145,2.158875,2.10475,2.05275,2.003125,1.95475,1.908,1.863125,1.820125,1.778625,1.739375,1.70025,1.6635,1.6285,1.59425,1.56125,1.529625,1.49975,1.470125,1.441875,1.41475,1.389,1.363125,1.339125,1.31575,1.293125,1.2715,1.250125,1.230625,1.211125,1.192625,1.174625,1.15675,1.13975,1.123875,1.10825,1.093,1.07825,1.064125,1.050625,1.037125,1.024375,1.012125,0.99975,0.988375,0.97675,0.966,0.955125,0.9455,0.9355,0.9255,0.9165,0.907125,0.898375,0.890125,0.881625,0.873875,0.866125,0.858625,0.851,0.843875,0.836875,0.8305,0.824125,0.81775,0.811875,0.80575,0.800375,0.7945,0.78875,0.784125,0.779,0.774,0.768875,0.764375,0.759875,0.755375,0.75125,0.747125,0.742625,0.738875,0.7355,0.731625,0.728125,0.72425,0.722,0.7185,0.715,0.71225,0.709125,0.706375,0.70375,0.700875,0.698375,0.695875,0.692875,0.69025,0.688375,0.685875,0.68375,0.681625,0.6795,0.67775,0.675375,0.673625,0.6715,0.670125,0.667875,0.66625,0.665,0.663375,0.661875,0.66075,0.658875,0.65775,0.656625,0.654875,0.65375
